ADM2_EN,ADM2_TH,ADM2_PCODE,ADM1_EN,ADM1_TH,ADM1_PCODE,ADM0_EN,ADM0_TH,ADM0_PCODE,REGION9,REGION6,DESTINATION
Kantharawichai,กันทรวิชัย,TH4404,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Chiang Yuen,เชียงยืน,TH4405,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Borabue,บรบือ,TH4406,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Na Chueak,นาเชือก,TH4407,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Phayakkhaphum Phisai,พยัคฆภูมิพิสัย,TH4408,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Wapi Pathum,วาปีปทุม,TH4409,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Na Dun,นาดูน,TH4410,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Yang Sisurat,ยางสีสุราช,TH4411,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Kut Rang,กุดรัง,TH4412,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Chuen Chom,ชื่นชม,TH4413,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Mueang Roi Et,เมืองร้อยเอ็ด,TH4501,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Kaset Wisai,เกษตรวิสัย,TH4502,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Pathum Rat,ปทุมรัตต์,TH4503,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Chaturaphak Phiman,จตุรพักตรพิมาน,TH4504,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Thawat Buri,ธวัชบุรี,TH4505,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Phanom Phrai,พนมไพร,TH4506,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Phon Thong,โพนทอง,TH4507,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Pho Chai,โพธิ์ชัย,TH4508,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Nong Phok,หนองพอก,TH4509,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Selaphum,เสลภูมิ,TH4510,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Suwannaphum,สุวรรณภูมิ,TH4511,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Mueang Suang,เมืองสรวง,TH4512,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Phon Sai,โพนทราย,TH4513,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
At Samat,อาจสามารถ,TH4514,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Moei Wadi,เมยวดี,TH4515,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Si Somdet,ศรีสมเด็จ,TH4516,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Changhan,จังหาร,TH4517,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Chiang Khwan,เชียงขวัญ,TH4518,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Nong Hi,หนองฮี,TH4519,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Thung Khao Luang,ทุ่งเขาหลวง,TH4520,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Mueang Kalasin,เมืองกาฬสินธุ์,TH4601,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Na Mon,นามน,TH4602,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Kamalasai,กมลาไสย,TH4603,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Rong Kham,ร่องคำ,TH4604,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Kuchinarai,กุฉินารายณ์,TH4605,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Khao Wong,เขาวง,TH4606,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Yang Talat,ยางตลาด,TH4607,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Huai Mek,ห้วยเม็ก,TH4608,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Sahatsakhan,สหัสขันธ์,TH4609,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Kham Muang,คำม่วง,TH4610,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Tha Khantho,ท่าคันโท,TH4611,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Nong Kung Si,หนองกุงศรี,TH4612,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Somdet,สมเด็จ,TH4613,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Huai Phueng,ห้วยผึ้ง,TH4614,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Sam Chai,สามชัย,TH4615,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Na Khu,นาคู,TH4616,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Don Chan,ดอนจาน,TH4617,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Khong Chai,ฆ้องชัย,TH4618,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Mueang Sakon Nakhon,เมืองสกลนคร,TH4701,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Kusuman,กุสุมาลย์,TH4702,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Kut Bak,กุดบาก,TH4703,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Phanna Nikhom,พรรณานิคม,TH4704,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Phang Khon,พังโคน,TH4705,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Waritchaphum,วาริชภูมิ,TH4706,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Nikhom Nam Un,นิคมน้ำอูน,TH4707,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Wanon Niwat,วานรนิวาส,TH4708,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Kham Ta Kla,คำตากล้า,TH4709,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Ban Muang,บ้านม่วง,TH4710,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Akat Amnuai,อากาศอำนวย,TH4711,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Sawang Daen Din,สว่างแดนดิน,TH4712,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Song Dao,ส่องดาว,TH4713,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Tao Ngoi,เต่างอย,TH4714,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Khok Si Suphan,โคกศรีสุพรรณ,TH4715,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Charoen Sin,เจริญศิลป์,TH4716,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Phon Na Kaeo,โพนนาแก้ว,TH4717,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Phu Phan,ภูพาน,TH4718,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Mueang Nakhon Phanom,เมืองนครพนม,TH4801,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Pla Pak,ปลาปาก,TH4802,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Tha Uthen,ท่าอุเทน,TH4803,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Ban Phaeng,บ้านแพง,TH4804,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
That Phanom,ธาตุพนม,TH4805,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Renu Nakhon,เรณูนคร,TH4806,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Na Kae,นาแก,TH4807,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Si Songkhram,ศรีสงคราม,TH4808,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Na Wa,นาหว้า,TH4809,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Phon Sawan,โพนสวรรค์,TH4810,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Na Thom,นาทม,TH4811,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Wang Yang,วังยาง,TH4812,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Mueang Mukdahan,เมืองมุกดาหาร,TH4901,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Nikhom Kham Soi,นิคมคำสร้อย,TH4902,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Don Tan,ดอนตาล,TH4903,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Dong Luang,ดงหลวง,TH4904,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Khamcha-I,คำชะอี,TH4905,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Wan Yai,หว้านใหญ่,TH4906,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Nong Sung,หนองสูง,TH4907,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
